,Treshold,PDB,Chain,N,Res,Rfac,Method,N_sc,N_bb,N_naa,N_hlx,N_beta,Compound,k,Ratio,N_pdb,N_nc,Domains,sigma,a0
1555,25,2XSK,A,95,1.70,0.24,X,95,95,3,0,64,' csgc',1.8118891326,31.0444286886,95.0,238.0,1000.0,6.3,3.8
1556,25,3MDF,A,83,1.85,0.21,X,83,83,0,22,28,' peptidyl-prolyl cis-trans isomerase e',1.85845980748,31.842358302,83.0,216.0,1000.0,6.3,3.8
1557,25,3R5X,C,286,2.00,0.18,X,284,284,16,119,75,' d-alanine--d-alanine ligase',4.79162153615,82.0983747873,286.0,853.0,1000.0,6.3,3.8
1558,25,3JU3,A,116,1.90,0.20,X,116,116,3,46,18,"' probable 2-oxoacid ferredoxin oxidoreductase, alpha chain'",4.22436109162,72.3790845167,116.0,215.0,1.0,6.3,3.8
1559,25,3FSI,A,249,1.75,0.23,X,248,248,1,76,53,' reverse transcriptase domain',4.52897300704,77.5982244275,248.0,687.0,2.0,6.3,3.8
1560,25,3DDT,A,48,1.90,0.20,X,48,48,0,6,11,' e3 ubiquitin-protein ligase trim63',1.4121180512,24.1948568218,48.0,113.0,1000.0,6.3,3.8
1561,25,2H18,A,175,1.90,0.20,X,172,174,1,65,43,' adp-ribosylation factor-like protein 8a',3.44667288424,59.0543806694,174.0,483.0,1.0,6.3,3.8
1562,25,1T0F,D,47,1.85,0.21,X,47,47,0,23,1,' transposon tn7 transposition protein tnsc',3.13108192544,53.6471287361,47.0,80.0,1.0,6.3,3.8
1563,25,1NH2,C,51,1.90,0.20,X,50,50,1,0,39,' transcription initiation factor iia large chain',1.27626777961,21.8672342356,50.0,106.0,1.0,6.3,3.8
1564,25,3S90,C,27,1.97,0.19,X,27,27,0,24,0,' talin-1',2.26419227668,38.7940710089,27.0,45.0,1000.0,6.3,3.8
1565,25,1BV4,D,110,1.85,0.21,X,109,109,1,20,34,' protein (mannose-binding protein-c)',2.08299658663,35.6895120284,109.0,310.0,1.0,6.3,3.8
1566,25,3KOJ,B,92,1.90,0.20,X,90,90,4,9,51,' uncharacterized protein ycf41',1.70194704203,29.1607100165,90.0,250.0,1000.0,6.3,3.8
1567,25,2V79,A,115,2.00,0.18,X,115,115,0,68,17,' DNA replication protein dnad',4.80056841802,82.2516682925,115.0,237.0,1.0,6.3,3.8
1568,25,1ICF,I,65,2.00,0.18,X,65,65,0,6,14,' protein (invariant chain)',1.90538739387,32.6464031428,65.0,144.0,1.0,6.3,3.8
1569,25,1QWI,A,142,1.80,0.22,X,139,142,2,47,56,' osmotically inducible protein',3.34319697279,57.2814517986,142.0,354.0,1.0,6.3,3.8
1570,25,2WSH,C,130,1.90,0.20,X,129,129,4,44,42,' endonuclease ii',3.0009673251,51.4177796225,129.0,326.0,1.0,6.3,3.8
1571,25,1Y9W,A,140,1.90,0.20,X,140,140,0,47,51,' acetyltransferase',3.60793529899,61.8174081885,140.0,331.0,1.0,6.3,3.8
1572,25,3R84,E,73,2.05,0.17,X,73,73,1,68,0,' mediator of RNA polymerase ii transcription subunit 11',3.65606239694,62.6420051429,73.0,157.0,1000.0,6.3,3.8
1573,25,3VP9,A,70,1.80,0.22,X,70,70,0,58,0,' general transcriptional corepressor tup1',5.46327155414,93.6062483718,70.0,138.0,1000.0,6.3,3.8
1574,25,1AGQ,D,95,1.90,0.20,X,95,95,0,15,36,' glial cell-derived neurotrophic factor',2.11110947718,36.171190852,95.0,232.0,1.0,6.3,3.8
1575,25,3FNK,C,172,1.99,0.19,X,172,172,0,13,69,' cellulosomal scaffoldin adaptor protein b',2.74033253302,46.9521320999,172.0,498.0,1.0,6.3,3.8
1576,25,3PLV,A,80,1.90,0.20,X,80,80,0,18,29,' ubiquitin-like modifier hub1',1.87315044736,32.0940638363,80.0,201.0,1.0,6.3,3.8
1577,25,3QY8,A,243,2.00,0.18,X,243,243,0,111,34,' tyrosine-protein phosphatase cpsb',4.16204805491,71.3114294435,243.0,745.0,1.0,6.3,3.8
1578,25,4FK5,E,91,2.03,0.18,X,91,91,0,30,14,' saga-associated factor 73',9.21621521962,157.90819152,91.0,103.0,1000.0,6.3,3.8
1579,25,1XAK,A,68,1.80,0.22,X,68,68,0,0,40,' sars orf7a accessory protein',1.42953515681,24.493276898,68.0,160.0,1.0,6.3,3.8
1580,25,3O2J,A,357,1.95,0.19,X,356,356,1,119,86,' glutamate receptor 2',5.79214282715,99.2410416929,356.0,1010.0,2.0,6.3,3.8
1581,25,1I2H,A,140,1.80,0.22,X,137,138,2,24,53,' psd-zip45(homer-1c/vesl-1l)',3.62368870036,62.0873227967,138.0,301.0,1.0,6.3,3.8
1582,25,3LUU,A,90,1.93,0.20,X,89,89,3,16,34,' uncharacterized protein',2.36709506155,40.5571800808,89.0,210.0,1000.0,6.3,3.8
1583,25,2GPE,D,48,1.90,0.20,X,48,48,0,30,9,' bifunctional protein puta',4.06771022896,69.6950701101,48.0,74.0,1.0,6.3,3.8
1584,25,1ZBA,4,50,2.00,0.18,X,49,49,1,11,1,' coat protein vp4',13.7989098422,236.426867885,49.0,27.0,1.0,6.3,3.8
1585,25,1ZBA,3,221,2.00,0.18,X,221,221,0,20,72,' coat protein vp3',6.26839263854,107.400979871,221.0,27.0,1.0,6.3,3.8
1586,25,1JDH,B,38,1.90,0.20,X,38,38,0,21,0,' htcf-4',5.27115547558,90.3145823458,38.0,41.0,1000.0,6.3,3.8
1587,25,1HNK,A,275,1.90,0.20,X,271,271,4,104,74,' beta-ketoacyl-acyl carrier protein synthase iii',3.55056713834,60.8344773126,271.0,959.0,2.0,6.3,3.8
1588,25,1LJO,A,75,1.95,0.19,X,75,75,0,10,42,' archaeal sm-like protein af-sm2',1.63981005562,28.0960713426,75.0,196.0,1.0,6.3,3.8
1589,25,3ZQS,A,188,2.00,0.18,X,187,187,1,64,43,' e3 ubiquitin-protein ligase fancl',4.55179743283,77.989292096,187.0,456.0,1000.0,6.3,3.8
1590,25,2H5F,B,74,1.90,0.20,X,73,73,0,0,35,' denmotoxin',1.32903189697,22.7712806528,74.0,209.0,1000.0,6.3,3.8
1591,25,1VGT,A,210,1.80,0.22,X,207,207,3,72,58,' 2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase',3.74096268675,64.0966642304,207.0,585.0,1.0,6.3,3.8
1592,25,3IBW,A,79,1.93,0.20,X,79,79,3,23,37,' gtp pyrophosphokinase',1.86061289764,31.8792487788,79.0,194.0,1.0,6.3,3.8
1593,25,3E4H,A,29,1.80,0.22,X,29,29,0,0,9,' varv peptide f',0.758456357259,12.995190419,29.0,70.0,1000.0,6.3,3.8
1594,25,3F2U,A,51,1.80,0.22,X,51,51,0,14,22,' chromobox protein homolog 1',1.62492092286,27.8409648839,51.0,106.0,1.0,6.3,3.8
1595,25,3ALR,D,55,2.10,0.17,X,55,55,0,19,3,' nanos protein',1.64665308712,28.2133180326,55.0,138.0,1000.0,6.3,3.8
1596,25,3UVJ,A,192,2.08,0.17,X,191,191,1,63,61,' guanylate cyclase soluble subunit alpha-3',3.27585531519,56.1276376664,191.0,570.0,1000.0,6.3,3.8
1597,25,1JYQ,A,96,2.00,0.19,X,96,96,0,16,27,' growth factor receptor-bound protein 2',2.46285761679,42.1979503484,96.0,240.0,1.0,6.3,3.8
1598,25,1PK3,B,68,1.85,0.22,X,68,68,0,49,0,' sex comb on midleg cg9495-pa',2.31492030964,39.6632316951,68.0,168.0,1.0,6.3,3.8
1599,25,2PQR,C,41,1.88,0.21,X,40,40,1,18,0,' wd repeat protein ykr036c',5.30710706262,90.9305673197,40.0,46.0,1000.0,6.3,3.8
1600,25,2AO9,F,111,1.90,0.21,X,110,110,1,79,8,' phage protein',5.09227304794,87.2496581908,110.0,229.0,1.0,6.3,3.8
1601,25,1NJR,A,252,1.90,0.21,X,249,249,12,111,32,' 32.1 kda protein in adh3-rca1 intergenic region',4.95689870476,84.930190036,249.0,673.0,1.0,6.3,3.8
1602,25,1XKF,A,121,1.90,0.21,X,119,120,1,48,33,' hypothetical protein rv2626c',2.5284184157,43.3212517193,120.0,342.0,1.0,6.3,3.8
1603,25,2A1I,A,129,1.90,0.21,X,129,129,0,54,29,' DNA excision repair protein ercc-1',3.19598789038,54.7592103551,129.0,311.0,2.0,6.3,3.8
1604,25,2XGV,A,133,2.00,0.19,X,133,133,0,87,6,' psiv capsid n-terminal domain',4.05405170575,69.4610485897,133.0,328.0,1000.0,6.3,3.8
1605,25,1XVS,A,124,2.01,0.18,X,124,124,4,6,79,' protein apag',2.1655333929,37.1036758148,124.0,333.0,1.0,6.3,3.8
1606,25,3DCX,E,105,2.00,0.19,X,103,103,5,26,44,' protein of unknown function (duf1696) with pleckstrin- homology domains',2.99805224358,51.3678333876,103.0,236.0,1000.0,6.3,3.8
1607,25,2B4J,C,82,2.02,0.18,X,82,82,0,59,0,' pc4 and sfrs1 interacting protein',2.94501470671,50.459102273,82.0,197.0,1.0,6.3,3.8
1608,25,1DAN,T,75,2.00,0.19,X,75,75,0,4,43,' soluble tissue factor',1.68301311932,28.8363011978,75.0,175.0,1.0,6.3,3.8
1609,25,1Q8B,A,93,1.90,0.21,X,93,93,4,32,37,' protein yjcs',2.1114108416,36.1763543501,93.0,242.0,1.0,6.3,3.8
1610,25,1VR9,A,121,1.70,0.25,X,121,121,4,41,35,' cbs domain protein/act domain protein',2.51345340546,43.064845196,121.0,334.0,2.0,6.3,3.8
1611,25,1ZW0,A,65,1.80,0.23,X,65,65,0,56,0,' type iii secretion protein',3.84161937023,65.8212891958,65.0,134.0,1.0,6.3,3.8
1612,25,3FHG,A,207,1.90,0.21,X,207,207,0,146,0,' n-glycosylase/DNA lyase',5.67214038912,97.1849516911,207.0,541.0,2.0,6.3,3.8
1613,25,2PN2,A,137,1.95,0.20,X,137,137,4,38,44,' uncharacterized protein',3.61157936578,61.8798446641,137.0,319.0,1.0,6.3,3.8
1614,25,4DBX,A,295,2.00,0.19,X,295,295,7,142,44,"' aph(2"")-id'",6.13490632259,105.113860675,295.0,781.0,1000.0,6.3,3.8
1615,25,1CKS,B,78,2.10,0.17,X,78,78,0,13,10,"' cyclin-dependent kinase subunit, type 2'",5.32864864169,91.2996550323,78.0,87.0,1.0,6.3,3.8
1616,25,2HEO,D,58,1.70,0.25,X,58,58,0,32,8,' z-DNA binding protein 1',1.93477509293,33.149924198,58.0,143.0,1.0,6.3,3.8
1617,25,3EPB,A,254,1.75,0.24,X,253,253,1,59,99,' s-adenosylmethionine decarboxylase alpha chain',5.00417718784,85.7402470478,253.0,637.0,1.0,6.3,3.8
1618,25,1GUX,A,179,1.85,0.22,X,177,177,2,136,0,' retinoblastoma protein',5.14119583058,88.0878881961,177.0,450.0,1.0,6.3,3.8
1619,25,3LCN,C,25,2.00,0.19,X,25,25,0,23,0,' mrna transport factor gfd1',1.97849300289,33.8989752927,25.0,43.0,1000.0,6.3,3.8
1620,25,3I84,A,80,2.00,0.19,X,79,79,1,3,52,' cervical emmprin',1.98273486119,33.9716541696,79.0,161.0,1.0,6.3,3.8
1621,25,2FE7,A,155,2.00,0.19,X,154,154,1,63,52,' probable n-acetyltransferase',4.49346654786,76.9898661565,154.0,342.0,1.0,6.3,3.8
1622,25,1Q7H,A,151,2.10,0.17,X,151,151,7,37,50,' conserved hypothetical protein',2.76928509304,47.4481975978,151.0,447.0,2.0,6.3,3.8
1623,25,3L5X,A,102,1.90,0.21,X,101,101,1,53,6,' interleukin-13',2.85694669952,48.9501683544,101.0,236.0,1.0,6.3,3.8
1624,25,3S98,A,275,1.90,0.21,X,270,270,8,17,130,' interferon alpha/beta receptor 1',4.09402347155,70.1459142421,270.0,720.0,1000.0,6.3,3.8
1625,25,1KJW,A,293,1.80,0.23,X,292,292,1,93,74,' postsynaptic density protein 95',5.6040420812,96.0181733127,292.0,754.0,3.0,6.3,3.8
1626,25,2F4W,A,148,2.00,0.19,X,147,147,1,56,30,"' ubiquitin-conjugating enzyme e2, j2'",3.24402703321,55.5823003096,147.0,398.0,1.0,6.3,3.8
1627,25,3QDL,A,178,2.00,0.19,X,178,178,0,0,0,' oxygen-insensitive nadph nitroreductase',4.068204526,69.7035392647,178.0,443.0,1000.0,6.3,3.8
1628,25,3RCQ,A,197,2.05,0.18,X,197,197,0,47,66,' aspartyl/asparaginyl beta-hydroxylase',3.16033415838,54.1483287506,197.0,584.0,1000.0,6.3,3.8
1629,25,2V36,B,177,1.85,0.22,X,173,174,2,26,52,' gamma-glutamyltranspeptidase small chain',3.84892689977,65.9464944722,175.0,429.0,1.0,6.3,3.8
1630,25,2JDJ,A,105,2.00,0.19,X,105,105,3,41,34,' redy-like protein',2.55462922371,43.7703407643,105.0,260.0,1000.0,6.3,3.8
1631,25,2FU2,A,78,2.15,0.16,X,78,78,1,62,0,' hypothetical protein spy2152',2.82455984747,48.3952606058,78.0,193.0,1.0,6.3,3.8
1632,25,3L15,A,196,2.00,0.19,X,193,193,7,35,101,' transcriptional enhancer factor tef-4',3.27022314236,56.0311375082,193.0,557.0,1.0,6.3,3.8
1633,25,2HQT,A,116,1.90,0.21,X,115,115,1,74,0,' gu4 nucleic-binding protein 1',5.05552598474,86.6200437391,115.0,242.0,1000.0,6.3,3.8
1634,25,3MAZ,A,99,1.90,0.21,X,99,99,0,24,31,' signal-transducing adaptor protein 1',2.52509213959,43.2642601852,99.0,247.0,1000.0,6.3,3.8
1635,25,1LUZ,B,83,1.80,0.23,X,83,83,3,14,38,' protein k3',1.81677718089,31.1281792138,83.0,213.0,1.0,6.3,3.8
1636,25,2APO,B,55,1.95,0.20,X,55,55,3,12,7,' ribosome biogenesis protein nop10',2.48598611745,42.5942279553,55.0,94.0,1.0,6.3,3.8
1637,25,1YM0,B,27,2.06,0.18,X,27,27,1,0,0,' fibrinotic enzyme component b',9.12899963597,156.413862801,27.0,11.0,1000.0,6.3,3.8
1638,25,1YN4,A,99,1.80,0.23,X,99,99,0,27,42,' eaph1',2.20378047032,37.7589911132,99.0,251.0,1.0,6.3,3.8
1639,25,1ALU,A,158,1.90,0.21,X,157,157,1,114,0,' interleukin-6',5.07240235742,86.9091990404,157.0,381.0,1.0,6.3,3.8
1640,25,2G0C,A,70,1.70,0.25,X,68,68,2,19,18,' atp-dependent RNA helicase dbpa',1.58591444765,27.1726382648,68.0,179.0,1000.0,6.3,3.8
1641,25,2OV2,P,33,2.10,0.17,X,33,33,0,3,16,' serine/threonine-protein kinase pak 4',2.36196207044,40.4692327701,33.0,38.0,1000.0,6.3,3.8
1642,25,1YUK,A,95,1.80,0.23,X,94,94,1,18,27,' integrin beta-2 a chain',2.24606383859,38.4834631503,94.0,228.0,2.0,6.3,3.8
1643,25,1EG3,A,260,2.00,0.19,X,260,260,0,154,21,' dystrophin',6.13420055558,105.10176825,260.0,689.0,4.0,6.3,3.8
1644,25,1V74,B,87,2.00,0.19,X,87,87,0,54,2,' colicin d immunity protein',3.13565895314,53.725550317,87.0,200.0,1.0,6.3,3.8
1645,25,3EMF,A,113,2.00,0.19,X,112,113,0,14,40,' hia (adhesin)',3.67766331312,63.0121095216,113.0,210.0,1000.0,6.3,3.8
1646,25,2O8M,A,185,2.00,0.19,X,183,183,0,26,78,' protease',3.14601485119,53.9029855323,185.0,539.0,2.0,6.3,3.8
1647,25,1MZW,B,31,2.00,0.19,X,31,31,0,18,2,' u4/u6 snrnp 60kda protein',1.71860884566,29.4461889486,31.0,56.0,1000.0,6.3,3.8
1648,25,2EGO,B,91,1.80,0.23,X,90,90,1,15,38,' general receptor for phosphoinositides 1- associated scaffold protein',2.02867275037,34.7587418005,90.0,224.0,1000.0,6.3,3.8
1649,25,3VHS,B,26,1.90,0.22,X,26,26,0,7,6,' atpase wrnip1',1.38410808927,23.7149415498,26.0,38.0,1000.0,6.3,3.8
1650,25,3AU4,B,32,1.90,0.22,X,32,32,0,26,0,' netrin receptor dcc',2.75012428104,47.119901318,32.0,53.0,1000.0,6.3,3.8
1651,25,3CXG,A,123,2.00,0.19,X,122,122,1,37,47,' putative thioredoxin',2.5889266482,44.357983755,122.0,326.0,1000.0,6.3,3.8
1652,25,3H8Z,A,115,1.92,0.21,X,112,112,5,6,55,' fragile x mental retardation syndrome-related protein 2',2.40647849983,41.2319654852,112.0,282.0,1000.0,6.3,3.8
1653,25,2CXK,E,86,1.85,0.23,X,86,86,1,0,47,' calmodulin binding transcription activator 1',1.47602063523,25.289746778,86.0,248.0,1.0,6.3,3.8
1654,25,1T4W,A,196,2.10,0.18,X,196,196,0,34,77,' c.Elegans p53 tumor suppressor-like transcription factor',3.46121318309,59.3035103003,196.0,547.0,1.0,6.3,3.8
1655,25,3F6O,B,91,1.90,0.22,X,91,91,0,57,14,"' probable transcriptional regulator, arsr family protein'",3.297568282,56.499661891,91.0,208.0,1.0,6.3,3.8
1656,25,3ULB,B,98,1.90,0.22,X,97,97,1,23,50,' target of rapamycin complex 2 subunit avo1',3.26055843348,55.8655449451,97.0,192.0,1000.0,6.3,3.8
1657,25,3AON,B,101,2.00,0.20,X,101,101,2,48,24,' v-type sodium atpase subunit g',2.47730522622,42.4454918633,101.0,267.0,1000.0,6.3,3.8
1658,25,3N06,A,186,2.00,0.20,X,186,186,0,135,0,' prolactin',5.80060070518,99.3859567356,186.0,448.0,1.0,6.3,3.8
1659,25,3O85,A,120,1.81,0.24,X,120,120,0,54,17,' ribosomal protein l7ae',2.5286905689,43.3259147203,120.0,347.0,1.0,6.3,3.8
1660,25,2VPK,A,115,2.00,0.20,X,115,115,0,66,12,' myoneurin',3.27549325307,56.1214341899,115.0,295.0,1.0,6.3,3.8
1661,25,3FBK,A,139,2.00,0.20,X,138,138,2,13,62,' regulator of g-protein signaling 3',2.28886415453,39.2167924319,138.0,390.0,1000.0,6.3,3.8
1662,25,1TAF,A,68,2.00,0.20,X,67,67,0,49,2,' tfiid tbp associated factor 42',3.50824902383,60.1094099425,68.0,141.0,1.0,6.3,3.8
1663,25,3ELB,A,303,2.00,0.20,X,302,302,6,105,55,' ethanolamine-phosphate cytidylyltransferase',5.40194669472,92.5555244667,302.0,796.0,2.0,6.3,3.8
1664,25,2P4E,P,92,1.98,0.20,X,92,92,0,28,36,' proprotein convertase subtilisin/kexin type 9',1.97877172043,33.9037507652,92.0,240.0,1000.0,6.3,3.8
1665,25,4HUR,C,210,2.15,0.17,X,210,210,0,54,42,' virginiamycin a acetyltransferase',3.57371203012,61.2310357606,210.0,596.0,1000.0,6.3,3.8
1666,25,1TAF,B,70,2.00,0.20,X,69,69,0,46,2,' tfiid tbp associated factor 62',3.45371051022,59.1749614897,70.0,141.0,1.0,6.3,3.8
1667,25,2D0O,D,108,2.00,0.20,X,108,108,0,40,27,' diol dehydratase-reactivating factor small subunit',1.87317129796,32.0944210849,108.0,352.0,1000.0,6.3,3.8
1668,25,1HBK,A,89,2.00,0.20,X,89,89,0,56,0,' acyl-coa binding protein',2.9988812125,51.3820367216,89.0,208.0,1.0,6.3,3.8
1669,25,3FNE,B,255,1.98,0.20,X,254,254,1,112,45,' enoyl-[acyl-carrier-protein] reductase [nadh]',4.01586603843,68.8067854757,254.0,788.0,1.0,6.3,3.8
1670,25,1HOE,A,74,2.00,0.20,X,74,74,0,0,36,' alpha-amylase inhibitor',1.32883882487,22.7679726066,74.0,210.0,1.0,6.3,3.8
1671,25,4F25,A,81,1.90,0.22,X,81,81,0,22,32,' polyadenylate-binding protein 1',1.68414416172,28.8556801788,81.0,223.0,1000.0,6.3,3.8
1672,25,1SRR,C,121,1.90,0.22,X,121,121,0,54,24,' sporulation response regulatory protein',2.55346496683,43.7503926952,122.0,345.0,1.0,6.3,3.8
1673,25,2Y1B,A,86,2.00,0.20,X,86,86,0,18,38,"' putative outer membrane protein, signal'",1.46741056276,25.1422240759,86.0,260.0,1000.0,6.3,3.8
1674,25,3BF4,B,111,2.10,0.18,X,111,111,6,38,43,' ethyl tert-butyl ether degradation ethd protein',2.62937137813,45.0509530497,111.0,265.0,1.0,6.3,3.8
1675,25,2I3S,B,36,1.90,0.22,X,36,36,0,12,3,' checkpoint serine/threonine-protein kinase',2.77411290802,47.5309161015,36.0,52.0,1000.0,6.3,3.8
1676,25,3FNB,B,372,2.12,0.18,X,371,371,11,195,48,' acylaminoacyl peptidase smu_737',5.76127669534,98.7121895624,371.0,1143.0,2.0,6.3,3.8
1677,25,1W94,B,151,2.00,0.20,X,149,149,9,29,60,' probable brix-domain ribosomal biogenesis protein',2.66502983369,45.6619155863,149.0,429.0,1.0,6.3,3.8
1678,25,4DEX,B,45,2.00,0.20,X,45,45,0,40,0,' voltage-dependent n-type calcium channel subunit alpha-1b',3.24840187294,55.6572576554,45.0,87.0,1000.0,6.3,3.8
1679,25,1IJX,A,125,1.90,0.22,X,125,125,0,50,12,' secreted frizzled-related sequence protein 3',3.46606042021,59.3865615778,125.0,290.0,1.0,6.3,3.8
1680,25,4E5X,H,97,1.95,0.21,X,97,97,0,13,49,' early e3 18.5 kda glycoprotein',2.26439762746,38.7975894348,97.0,235.0,1000.0,6.3,3.8
1681,25,1LG7,A,165,1.96,0.21,X,164,164,2,42,63,' vsv matrix protein',3.08893762114,52.9250393841,164.0,437.0,1.0,6.3,3.8
1682,25,1P3Q,R,36,1.70,0.26,X,36,36,2,21,0,' vacuolar protein sorting-associated protein vps9',2.75645165743,47.2283129099,36.0,62.0,1.0,6.3,3.8
1683,25,2RHK,C,63,1.95,0.21,X,63,63,0,13,5,' cleavage and polyadenylation specificity factor subunit 4',2.79620489719,47.909434395,63.0,97.0,1000.0,6.3,3.8
1684,25,4G6F,P,29,2.10,0.18,X,29,29,0,23,0,' gp41 mper peptide',2.47744560193,42.4478970236,29.0,48.0,1000.0,6.3,3.8
1685,25,3IOL,B,26,2.10,0.18,X,26,26,0,21,0,' glucagon',2.13767778466,36.6264051982,26.0,43.0,1000.0,6.3,3.8
1686,25,1D9C,A,121,2.00,0.20,X,121,121,0,79,0,' interferon-gamma',7.22282711703,123.754007533,121.0,228.0,1.0,6.3,3.8
1687,25,1T0I,A,185,2.00,0.20,X,185,185,0,72,37,' ylr011wp',3.66233589635,62.7494936208,187.0,513.0,1.0,6.3,3.8
1688,25,3Q63,F,139,2.00,0.20,X,139,139,3,40,56,' mll2253 protein',2.85665930994,48.9452442974,139.0,389.0,1000.0,6.3,3.8
1689,25,1LVO,A,299,1.96,0.21,X,299,299,0,68,86,"' replicase, hydrolase domain'",4.93407999809,84.5392203573,299.0,840.0,3.0,6.3,3.8
1690,25,3MJH,B,34,2.03,0.20,X,34,34,0,11,6,' early endosome antigen 1',1.59607782901,27.3467749503,34.0,69.0,1000.0,6.3,3.8
1691,25,3DF6,B,99,2.05,0.19,X,99,99,2,25,54,' orf99',2.19726171768,37.6473005313,101.0,268.0,1.0,6.3,3.8
1692,25,2W83,D,62,1.93,0.22,X,62,62,0,60,0,' c-jun-amino-terminal kinase-interacting protein 4',5.170607549,88.5918207924,62.0,117.0,1.0,6.3,3.8
1693,25,3OYM,B,184,2.02,0.20,X,184,184,0,71,30,' pfv integrase',4.22319009758,72.3590210148,184.0,469.0,1000.0,6.3,3.8
1694,25,1ZU4,A,306,1.95,0.21,X,305,305,1,158,40,' ftsy',5.20944008149,89.2571671231,305.0,919.0,1000.0,6.3,3.8
1695,25,2V94,B,94,1.90,0.22,X,94,94,3,28,36,' 30s ribosomal protein s24e',2.32359822223,39.8119167519,94.0,234.0,1.0,6.3,3.8
1696,25,3KM3,A,161,2.10,0.18,X,161,161,0,18,78,' deoxycytidine triphosphate deaminase',2.57474687777,44.1150313227,161.0,466.0,1000.0,6.3,3.8
1697,25,3ZS9,C,31,2.10,0.19,X,31,31,0,25,0,' golgi to er traffic protein 2',2.41659502536,41.4052993552,31.0,55.0,1000.0,6.3,3.8
1698,25,2V5F,A,97,2.03,0.20,X,97,97,0,74,0,' prolyl 4-hydroxylase subunit alpha-1',2.75445081907,47.1940310751,97.0,271.0,1.0,6.3,3.8
1699,25,2BE6,D,29,2.00,0.20,X,29,29,0,22,0,' voltage-dependent l-type calcium channel alpha-1c subunit',2.18507335234,37.4384683067,29.0,52.0,1000.0,6.3,3.8
1700,25,1SQW,A,176,1.90,0.22,X,176,176,0,63,58,' saccharomyces cerevisiae nip7p homolog',3.27716513481,56.150079769,176.0,509.0,2.0,6.3,3.8
1701,25,2XMW,A,68,1.80,0.25,X,67,67,1,23,26,' cation-transporting atpase pacs',1.57215287402,26.9368511057,67.0,174.0,1.0,6.3,3.8
1702,25,1E0B,A,61,1.90,0.23,X,61,61,0,16,21,' swi6 protein',1.90295648231,32.6047525478,61.0,137.0,1.0,6.3,3.8
1703,25,3DA5,A,121,1.94,0.22,X,120,121,0,43,27,' argonaute',2.9068658255,49.8054694424,121.0,308.0,1000.0,6.3,3.8
1704,25,3K2A,A,55,1.95,0.22,X,55,55,2,40,0,' homeobox protein meis2',2.75780855535,47.2515616396,55.0,111.0,1.0,6.3,3.8
1705,25,1BYF,A,123,2.00,0.21,X,122,123,0,27,40,' protein (polyandrocarpa lectin)',2.40955917096,41.2847488887,125.0,356.0,1.0,6.3,3.8
1706,25,3FFY,A,112,2.00,0.21,X,112,112,2,36,30,' putative tetrapyrrole (corrin/porphyrin) methylase',2.39661547796,41.0629750799,112.0,300.0,1.0,6.3,3.8
1707,25,1GOT,G,58,2.00,0.21,X,58,58,0,40,0,' gt-gamma',5.56348860208,95.3233407381,58.0,89.0,1.0,6.3,3.8
1708,25,2GAX,A,135,1.80,0.25,X,135,135,5,54,35,' hypothetical protein atu0240',3.21183316726,55.030699134,135.0,331.0,1.0,6.3,3.8
1709,25,4AQR,D,57,1.95,0.22,X,57,57,0,0,0,"' calcium-transporting atpase 8, plasma membrane-type'",4.77527643119,81.8183220864,57.0,107.0,1000.0,6.3,3.8
1710,25,1EF1,C,90,1.90,0.23,X,90,90,3,51,1,' moesin',7.48781175168,128.294184106,90.0,128.0,1.0,6.3,3.8
1711,25,1TWU,A,137,2.00,0.21,X,137,137,0,25,48,' hypothetical protein yyce',3.0025988901,51.4457344253,137.0,353.0,1.0,6.3,3.8
1712,25,3DWA,E,116,2.08,0.19,X,116,116,2,23,47,"' subtilase cytotoxin, subunit b'",2.16476314792,37.0904786413,116.0,335.0,1.0,6.3,3.8
1713,25,3TDQ,A,86,2.10,0.19,X,86,86,3,14,40,' pily2 protein',2.06802821363,35.4330478884,86.0,211.0,1000.0,6.3,3.8
1714,25,2YHO,A,67,2.10,0.19,X,67,67,0,15,15,' e3 ubiquitin-protein ligase mylip',2.03799752889,34.9185100868,67.0,149.0,1000.0,6.3,3.8
1715,25,2HRV,A,139,1.95,0.22,X,139,139,0,16,73,' 2a cysteine proteinase',2.41047501571,41.3004407301,139.0,399.0,2.0,6.3,3.8
1716,25,3COL,B,175,2.10,0.19,X,174,174,4,126,2,' putative transcription regulator',5.39805897752,92.4889133496,174.0,427.0,1.0,6.3,3.8
1717,25,3DXE,B,27,2.00,0.21,X,27,27,0,19,2,' amyloid beta a4 protein',2.49067676397,42.6745962509,27.0,39.0,1000.0,6.3,3.8
1718,25,3G27,A,82,2.10,0.19,X,81,81,2,31,8,' 82 prophage-derived uncharacterized protein ybco',1.68889588484,28.9370949447,82.0,247.0,1.0,6.3,3.8
1719,25,3MZG,B,206,2.10,0.19,X,206,206,0,6,93,' prolactin receptor',3.17634230564,54.4226081075,206.0,582.0,2.0,6.3,3.8
1720,25,3OT2,A,179,1.96,0.22,X,179,179,2,49,47,' uncharacterized protein',3.7136518339,63.6287273085,179.0,472.0,1000.0,6.3,3.8
1721,25,3UTM,C,33,2.00,0.21,X,32,32,1,0,2,' axin-1',4.832528171,82.7992582386,32.0,17.0,1000.0,6.3,3.8
